0.010000	0.030000	Sound 01
0.100000	0.160000	Sound 02
0.220000	0.280000	Sound 03
0.330000	0.390000	Sound 04
0.460000	0.510000	Sound 05
0.570000	0.630000	Sound 06
0.700000	0.760000	Sound 07
0.820000	0.880000	Sound 08
0.940000	1.000000	Sound 09
1.060000	1.120000	Sound 10
1.190000	1.240000	Sound 11
1.310000	1.370000	Sound 12
1.430000	1.490000	Sound 13
1.550000	1.610000	Sound 14
1.670000	1.730000	Sound 15
1.790000	1.850000	Sound 16
1.910000	1.980000	Sound 17
2.040000	2.100000	Sound 18
2.160000	2.220000	Sound 19
2.270000	2.330000	Sound 20
2.400000	2.450000	Sound 21
2.520000	2.570000	Sound 22
2.640000	2.700000	Sound 23
2.760000	2.820000	Sound 24
2.880000	2.940000	Sound 25
3.000000	3.060000	Sound 26
3.130000	3.180000	Sound 27
3.250000	3.300000	Sound 28
3.370000	3.430000	Sound 29
3.490000	3.550000	Sound 30
3.620000	3.670000	Sound 31
3.730000	3.800000	Sound 32
3.860000	3.920000	Sound 33
3.980000	4.040000	Sound 34
4.100000	4.160000	Sound 35
4.220000	4.270000	Sound 36
4.340000	4.390000	Sound 37
4.460000	4.510000	Sound 38
4.580000	4.640000	Sound 39
4.700000	4.760000	Sound 40
4.820000	4.880000	Sound 41
4.940000	5.000000	Sound 42
