0.100000	0.140000	Sound 01
0.270000	0.300000	Sound 02
0.430000	0.460000	Sound 03
0.580000	0.620000	Sound 04
0.730000	0.770000	Sound 05
0.920000	0.930000	Sound 06
1.080000	1.110000	Sound 07
1.250000	1.260000	Sound 08
1.400000	1.410000	Sound 09
1.560000	1.600000	Sound 10
1.730000	1.760000	Sound 11
1.890000	1.930000	Sound 12
2.060000	2.070000	Sound 13
2.210000	2.230000	Sound 14
4.450000	4.460000	Sound 15
14.410000	14.420000	Sound 16
16.170000	16.200000	Sound 17
16.480000	16.540000	Sound 18
16.760000	16.800000	Sound 19
17.000000	17.030000	Sound 20
17.170000	17.210000	Sound 21
17.400000	17.440000	Sound 22
18.170000	18.210000	Sound 23
18.390000	18.420000	Sound 24
18.950000	18.960000	Sound 25
19.140000	19.150000	Sound 26
19.760000	19.770000	Sound 27
19.930000	19.970000	Sound 28
20.140000	20.150000	Sound 29
20.300000	20.340000	Sound 30
20.480000	20.510000	Sound 31
20.680000	20.710000	Sound 32
20.890000	20.930000	Sound 33
21.080000	21.120000	Sound 34
21.390000	21.450000	Sound 35
22.010000	22.060000	Sound 36
22.250000	22.280000	Sound 37
22.410000	22.450000	Sound 38
22.580000	22.620000	Sound 39
22.790000	22.800000	Sound 40
23.180000	23.200000	Sound 41
23.570000	23.580000	Sound 42
26.830000	26.900000	Sound 43
27.220000	27.230000	Sound 44
27.430000	27.470000	Sound 45
27.640000	27.650000	Sound 46
27.910000	27.920000	Sound 47
28.280000	28.310000	Sound 48
28.450000	28.490000	Sound 49
28.650000	28.680000	Sound 50
28.870000	28.910000	Sound 51
29.060000	29.110000	Sound 52
29.290000	29.330000	Sound 53
29.480000	29.520000	Sound 54
29.720000	29.760000	Sound 55
29.970000	30.020000	Sound 56
30.170000	30.220000	Sound 57
30.390000	30.430000	Sound 58
30.580000	30.620000	Sound 59
30.760000	30.810000	Sound 60
30.980000	31.030000	Sound 61
31.180000	31.190000	Sound 62
31.960000	31.990000	Sound 63
32.160000	32.190000	Sound 64
32.320000	32.360000	Sound 65
32.500000	32.530000	Sound 66
32.680000	32.710000	Sound 67
32.890000	32.900000	Sound 68
33.120000	33.140000	Sound 69
37.820000	37.860000	Sound 70
38.230000	38.240000	Sound 71
39.560000	39.590000	Sound 72
45.520000	45.560000	Sound 73
46.690000	46.700000	Sound 74
47.220000	47.240000	Sound 75
47.390000	47.400000	Sound 76
47.610000	47.630000	Sound 77
48.230000	48.260000	Sound 78
49.520000	49.550000	Sound 79
50.060000	50.080000	Sound 80
50.830000	50.850000	Sound 81
51.400000	51.410000	Sound 82
51.570000	51.600000	Sound 83
51.770000	51.800000	Sound 84
51.940000	51.970000	Sound 85
52.520000	52.530000	Sound 86
54.630000	54.640000	Sound 87
54.860000	54.890000	Sound 88
55.100000	55.130000	Sound 89
59.480000	59.510000	Sound 90
60.950000	60.960000	Sound 91
