2.970000	3.080000	Sound 01
3.050000	3.160000	Sound 02
3.120000	3.230000	Sound 03
3.200000	3.310000	Sound 04
3.270000	3.380000	Sound 05
3.350000	3.460000	Sound 06
3.420000	3.540000	Sound 07
3.500000	3.620000	Sound 08
3.570000	3.690000	Sound 09
3.660000	3.770000	Sound 10
3.730000	3.850000	Sound 11
3.890000	4.000000	Sound 12
3.970000	4.090000	Sound 13
4.050000	4.160000	Sound 14
4.120000	4.240000	Sound 15
4.200000	4.320000	Sound 16
4.330000	4.420000	Sound 17
4.390000	4.460000	Sound 18
4.430000	4.550000	Sound 19
4.510000	4.620000	Sound 20
4.580000	4.690000	Sound 21
4.750000	4.840000	Sound 22
4.820000	4.890000	Sound 23
4.850000	4.980000	Sound 24
