0.010000	0.060000	Sound 01
0.720028	0.770028	Sound 02
1.420000	1.480000	Sound 03
2.370000	2.420000	Sound 04
3.180000	3.230000	Sound 05
4.390000	4.440000	Sound 06
5.330000	5.370000	Sound 07
6.720000	6.760000	Sound 08
6.980000	7.010000	Sound 09
7.220000	7.240000	Sound 10
9.370000	9.400000	Sound 11
9.650000	9.670000	Sound 12
11.560000	11.590000	Sound 13
13.140000	13.170000	Sound 14
14.410000	14.450000	Sound 15
15.170000	15.220000	Sound 16
15.980000	16.040000	Sound 17
17.050000	17.100000	Sound 18
18.070000	18.130000	Sound 19
19.630000	19.680000	Sound 20
21.350000	21.390000	Sound 21
23.160000	23.200000	Sound 22
25.070000	25.110000	Sound 23
27.100000	27.140000	Sound 24
28.930000	28.970000	Sound 25
30.860000	30.890000	Sound 26
32.710000	32.750000	Sound 27
33.500000	33.550000	Sound 28
34.420000	34.490000	Sound 29
35.290000	35.350000	Sound 30
36.070000	36.120000	Sound 31
37.180000	37.230000	Sound 32
38.140000	38.190000	Sound 33
39.380000	39.420000	Sound 34
40.730000	40.780000	Sound 35
42.270000	42.310000	Sound 36
43.650000	43.680000	Sound 37
44.410000	44.440000	Sound 38
45.440000	45.490000	Sound 39
46.560000	46.610000	Sound 40
47.870000	47.920000	Sound 41
49.400000	49.430000	Sound 42
51.300000	51.320000	Sound 43
53.170000	53.200000	Sound 44
54.910000	54.940000	Sound 45
55.180000	55.210000	Sound 46
56.950000	57.010000	Sound 47
57.780000	57.810000	Sound 48
58.470000	58.530000	Sound 49
59.440000	59.500000	Sound 50
60.450000	60.500000	Sound 51
61.750000	61.800000	Sound 52
63.100000	63.160000	Sound 53
64.320000	64.360000	Sound 54
66.020000	66.050000	Sound 55
67.580000	67.620000	Sound 56
68.290000	68.330000	Sound 57
69.000000	69.060000	Sound 58
69.770000	69.820000	Sound 59
70.620000	70.670000	Sound 60
71.640000	71.690000	Sound 61
72.850000	72.890000	Sound 62
74.170000	74.200000	Sound 63
75.820000	75.840000	Sound 64
77.120000	77.140000	Sound 65
