0.400000	0.440000	Sound 01
1.540000	1.600000	Sound 02
2.560000	2.620000	Sound 03
3.850000	3.920000	Sound 04
5.110000	5.180000	Sound 05
6.360000	6.430000	Sound 06
8.000000	8.060000	Sound 07
9.820000	9.890000	Sound 08
11.670000	11.740000	Sound 09
14.270000	14.330000	Sound 10
16.500000	16.560000	Sound 11
18.490000	18.540000	Sound 12
20.620000	20.640000	Sound 13
21.510000	21.570000	Sound 14
22.380000	22.440000	Sound 15
23.350000	23.410000	Sound 16
24.470000	24.530000	Sound 17
25.830000	25.890000	Sound 18
27.160000	27.220000	Sound 19
28.660000	28.720000	Sound 20
30.890000	30.950000	Sound 21
31.790000	31.850000	Sound 22
32.610000	32.670000	Sound 23
33.690000	33.750000	Sound 24
34.880000	34.940000	Sound 25
36.080000	36.150000	Sound 26
37.380000	37.440000	Sound 27
39.010000	39.070000	Sound 28
40.550000	40.610000	Sound 29
42.300000	42.360000	Sound 30
44.130000	44.200000	Sound 31
46.860000	46.930000	Sound 32
49.220000	49.250000	Sound 33
50.190000	50.260000	Sound 34
51.210000	51.270000	Sound 35
52.430000	52.490000	Sound 36
53.870000	53.930000	Sound 37
55.140000	55.210000	Sound 38
56.650000	56.720000	Sound 39
58.170000	58.240000	Sound 40
59.530000	59.590000	Sound 41
61.710000	61.760000	Sound 42
63.940000	64.000000	Sound 43
66.120000	66.180000	Sound 44
68.670000	68.730000	Sound 45
