0.030000	0.100000	Sound 01
0.150000	0.220000	Sound 02
0.280000	0.330000	Sound 03
0.400000	0.460000	Sound 04
0.520000	0.610000	Sound 05
0.640000	0.700000	Sound 06
0.770000	0.830000	Sound 07
0.890000	0.950000	Sound 08
1.000000	1.060000	Sound 09
1.130000	1.190000	Sound 10
1.250000	1.310000	Sound 11
1.370000	1.430000	Sound 12
1.490000	1.560000	Sound 13
1.620000	1.680000	Sound 14
1.740000	1.800000	Sound 15
1.850000	1.910000	Sound 16
1.960000	2.040000	Sound 17
2.090000	2.160000	Sound 18
2.210000	2.280000	Sound 19
2.340000	2.390000	Sound 20
2.460000	2.520000	Sound 21
2.570000	2.640000	Sound 22
2.690000	2.750000	Sound 23
2.810000	2.870000	Sound 24
2.920000	3.000000	Sound 25
3.050000	3.110000	Sound 26
3.160000	3.230000	Sound 27
3.280000	3.350000	Sound 28
3.410000	3.460000	Sound 29
3.530000	3.600000	Sound 30
3.650000	3.710000	Sound 31
3.730000	3.790000	Sound 32
3.810000	3.910000	Sound 33
3.940000	3.990000	Sound 34
4.010000	4.070000	Sound 35
4.130000	4.190000	Sound 36
4.250000	4.310000	Sound 37
4.370000	4.450000	Sound 38
4.480000	4.550000	Sound 39
4.620000	4.680000	Sound 40
4.700000	4.790000	Sound 41
4.830000	4.920000	Sound 42
4.940000	5.000000	Sound 43
